"","treatment","theft","communication","subject","group","period","profit","totalprofit","e","type","group1_id","invest","sum_invest","sum_invest_sq","surplus_value","surplus_share","profit_private","profit1","coop_index","group2_id","sum_invest_g1","sum_invest_g1_sq","sum_invest_g2","surplus_loss","surplus_loss_per","assigned","points","points_assigned","profit2","points_received","points_received_loss","gender","age","gpa"
"10.2",1,1,1,111310,1113,3,84.125,286.5,50,1,2,35,161,25921,317.975,69.125,15,84.125,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.3",1,1,1,111310,1113,4,115,401.5,50,1,2,50,148,21904,340.4,115,0,115,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.4",1,1,1,111310,1113,5,99.5,501,50,1,2,30,134,17956,355.1,79.5,20,99.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.5",1,1,1,111310,1113,6,101,602,50,1,2,30,132,17424,356.4,81,20,101,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.6",1,1,1,111310,1113,7,110.75,712.75,50,1,2,30,119,14161,359.975,90.75,20,110.75,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.7",1,1,1,111310,1113,8,102.5,815.25,50,1,2,35,140,19600,350,87.5,15,102.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.8",1,1,1,111310,1113,9,153.75,969,50,1,2,50,117,13689,359.775,153.75,0,153.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.9",1,1,1,111310,1113,10,92,1061,50,1,2,30,144,20736,345.6,72,20,92,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.10",1,1,1,111310,1113,11,94.375,1155.375,50,1,2,25,129,16641,357.975,69.375,25,94.375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.11",1,1,1,111310,1113,12,91.25,1246.625,50,1,2,50,167,27889,304.775,91.25,0,91.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.12",1,1,1,111310,1113,13,87.5,1334.125,50,1,2,25,140,19600,350,62.5,25,87.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.13",1,1,1,111310,1113,14,112.5,1446.625,50,1,2,50,150,22500,337.5,112.5,0,112.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"10.14",1,1,1,111310,1113,15,77.5,1524.125,50,1,2,50,178,31684,275.9,77.5,0,77.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,2.8
"11",1,1,1,111311,1113,1,115.625,115.625,50,1,1,35,125,15625,359.375,100.625,15,115.625,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.1",1,1,1,111311,1113,2,140.65,256.275,50,1,1,49,126,15876,359.1,139.65,1,140.65,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.2",1,1,1,111311,1113,3,98.75,355.025,50,1,1,50,161,25921,317.975,98.75,0,98.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.3",1,1,1,111311,1113,4,76,431.025,50,1,1,20,148,21904,340.4,46,30,76,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.4",1,1,1,111311,1113,5,116,547.025,50,1,1,40,134,17956,355.1,106,10,116,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.5",1,1,1,111311,1113,6,109.5,656.525,50,1,1,35,132,17424,356.4,94.5,15,109.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.6",1,1,1,111311,1113,7,128.975,785.5,50,1,1,39,119,14161,359.975,117.975,11,128.975,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.7",1,1,1,111311,1113,8,108.5,894,50,1,1,39,140,19600,350,97.5,11,108.5,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.8",1,1,1,111311,1113,9,126.775,1020.775,50,1,1,37,117,13689,359.775,113.775,13,126.775,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.9",1,1,1,111311,1113,10,103.2,1123.975,50,1,1,38,144,20736,345.6,91.2,12,103.2,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.10",1,1,1,111311,1113,11,121,1244.975,50,1,1,40,129,16641,357.975,111,10,121,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.11",1,1,1,111311,1113,12,85.475,1330.45,50,1,1,43,167,27889,304.775,78.475,7,85.475,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.12",1,1,1,111311,1113,13,105.5,1435.95,50,1,1,37,140,19600,350,92.5,13,105.5,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.13",1,1,1,111311,1113,14,87.5,1523.45,50,1,1,30,150,22500,337.5,67.5,20,87.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"11.14",1,1,1,111311,1113,15,76.95,1600.4,50,1,1,49,178,31684,275.9,75.95,1,76.95,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.1
"12",1,1,1,111312,1113,1,125,125,50,1,4,40,125,15625,359.375,115,10,125,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.1",1,1,1,111312,1113,2,118.45,243.45,50,1,4,37,126,15876,359.1,105.45,13,118.45,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.2",1,1,1,111312,1113,3,85.1,328.55,50,1,4,36,161,25921,317.975,71.1,14,85.1,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.3",1,1,1,111312,1113,4,112.4,440.95,50,1,4,48,148,21904,340.4,110.4,2,112.4,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.4",1,1,1,111312,1113,5,122.6,563.55,50,1,4,44,134,17956,355.1,116.6,6,122.6,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.5",1,1,1,111312,1113,6,121.4,684.95,50,1,4,42,132,17424,356.4,113.4,8,121.4,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.6",1,1,1,111312,1113,7,100.625,785.575,50,1,4,25,119,14161,359.975,75.625,25,100.625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.7",1,1,1,111312,1113,8,111.5,897.075,50,1,4,41,140,19600,350,102.5,9,111.5,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.8",1,1,1,111312,1113,9,50,947.075,50,1,4,0,117,13689,359.775,0,50,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.9",1,1,1,111312,1113,10,114.4,1061.475,50,1,4,46,144,20736,345.6,110.4,4,114.4,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.10",1,1,1,111312,1113,11,119.225,1180.7,50,1,4,39,129,16641,357.975,108.225,11,119.225,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.11",1,1,1,111312,1113,12,90.425,1271.125,50,1,4,49,167,27889,304.775,89.425,1,90.425,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.12",1,1,1,111312,1113,13,114.5,1385.625,50,1,4,43,140,19600,350,107.5,7,114.5,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.13",1,1,1,111312,1113,14,100,1485.625,50,1,4,40,150,22500,337.5,90,10,100,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"12.14",1,1,1,111312,1113,15,74.2,1559.825,50,1,4,44,178,31684,275.9,68.2,6,74.2,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,3.6
"13",1,1,1,111413,1114,1,120,120,50,1,1,35,120,14400,360,105,15,120,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.1",1,1,1,111413,1114,2,122,242,50,1,1,40,128,16384,358.4,112,10,122,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.2",1,1,1,111413,1114,3,96.125,338.125,50,1,1,45,159,25281,321.975,91.125,5,96.125,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.3",1,1,1,111413,1114,4,113.75,451.875,50,1,1,30,115,13225,359.375,93.75,20,113.75,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.4",1,1,1,111413,1114,5,95,546.875,50,1,1,40,155,24025,329.375,85,10,95,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.5",1,1,1,111413,1114,6,128.75,675.625,50,1,1,45,130,16900,357.5,123.75,5,128.75,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.6",1,1,1,111413,1114,7,89.375,765,50,1,1,45,165,27225,309.375,84.375,5,89.375,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.7",1,1,1,111413,1114,8,100,865,50,1,1,50,160,25600,320,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.8",1,1,1,111413,1114,9,93.75,958.75,50,1,1,50,165,27225,309.375,93.75,0,93.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.9",1,1,1,111413,1114,10,134.375,1093.125,50,1,1,45,125,15625,359.375,129.375,5,134.375,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.10",1,1,1,111413,1114,11,100,1193.125,50,1,1,40,150,22500,337.5,90,10,100,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.11",1,1,1,111413,1114,12,76,1269.125,50,1,1,10,96,9216,345.6,36,40,76,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.12",1,1,1,111413,1114,13,88.25,1357.375,50,1,1,45,166,27556,307.1,83.25,5,88.25,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.13",1,1,1,111413,1114,14,90,1447.375,50,1,1,50,168,28224,302.4,90,0,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"13.14",1,1,1,111413,1114,15,106.25,1553.625,50,1,1,50,155,24025,329.375,106.25,0,106.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20,3.6
"14",1,1,1,111414,1114,1,90,90,50,1,4,20,120,14400,360,60,30,90,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.1",1,1,1,111414,1114,2,91.4,181.4,50,1,4,23,128,16384,358.4,64.4,27,91.4,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.2",1,1,1,111414,1114,3,74.6,256,50,1,4,24,159,25281,321.975,48.6,26,74.6,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.3",1,1,1,111414,1114,4,71.25,327.25,50,1,4,10,115,13225,359.375,31.25,40,71.25,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.4",1,1,1,111414,1114,5,100.625,427.875,50,1,4,45,155,24025,329.375,95.625,5,100.625,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.5",1,1,1,111414,1114,6,120,547.875,50,1,4,40,130,16900,357.5,110,10,120,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.6",1,1,1,111414,1114,7,80.625,628.5,50,1,4,35,165,27225,309.375,65.625,15,80.625,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.7",1,1,1,111414,1114,8,100,728.5,50,1,4,50,160,25600,320,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.8",1,1,1,111414,1114,9,85,813.5,50,1,4,40,165,27225,309.375,75,10,85,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.9",1,1,1,111414,1114,10,96.875,910.375,50,1,4,25,125,15625,359.375,71.875,25,96.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.10",1,1,1,111414,1114,11,87.5,997.875,50,1,4,30,150,22500,337.5,67.5,20,87.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.11",1,1,1,111414,1114,12,65.6,1063.475,50,1,4,6,96,9216,345.6,21.6,44,65.6,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.12",1,1,1,111414,1114,13,80.6,1144.075,50,1,4,36,166,27556,307.1,66.6,14,80.6,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.13",1,1,1,111414,1114,14,80.4,1224.475,50,1,4,38,168,28224,302.4,68.4,12,80.4,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"14.14",1,1,1,111414,1114,15,97.25,1321.725,50,1,4,42,155,24025,329.375,89.25,8,97.25,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.2
"15",1,1,1,111415,1114,1,130,130,50,1,2,40,120,14400,360,120,10,130,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.1",1,1,1,111415,1114,2,104,234,50,1,2,30,128,16384,358.4,84,20,104,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.2",1,1,1,111415,1114,3,101.25,335.25,50,1,2,50,159,25281,321.975,101.25,0,101.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.3",1,1,1,111415,1114,4,135,470.25,50,1,2,40,115,13225,359.375,125,10,135,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.4",1,1,1,111415,1114,5,95,565.25,50,1,2,40,155,24025,329.375,85,10,95,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.5",1,1,1,111415,1114,6,67.5,632.75,50,1,2,10,130,16900,357.5,27.5,40,67.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.6",1,1,1,111415,1114,7,93.75,726.5,50,1,2,50,165,27225,309.375,93.75,0,93.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.7",1,1,1,111415,1114,8,80,806.5,50,1,2,30,160,25600,320,60,20,80,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.8",1,1,1,111415,1114,9,71.875,878.375,50,1,2,25,165,27225,309.375,46.875,25,71.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.9",1,1,1,111415,1114,10,68.75,947.125,50,1,2,10,125,15625,359.375,28.75,40,68.75,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.10",1,1,1,111415,1114,11,100,1047.125,50,1,2,40,150,22500,337.5,90,10,100,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.11",1,1,1,111415,1114,12,154,1201.125,50,1,2,40,96,9216,345.6,144,10,154,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.12",1,1,1,111415,1114,13,84,1285.125,50,1,2,40,166,27556,307.1,74,10,84,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.13",1,1,1,111415,1114,14,82,1367.125,50,1,2,40,168,28224,302.4,72,10,82,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"15.14",1,1,1,111415,1114,15,83.75,1450.875,50,1,2,30,155,24025,329.375,63.75,20,83.75,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",19,3.9
"16",1,1,1,111416,1114,1,100,100,50,1,3,25,120,14400,360,75,25,100,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.1",1,1,1,111416,1114,2,113,213,50,1,3,35,128,16384,358.4,98,15,113,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.2",1,1,1,111416,1114,3,91,304,50,1,3,40,159,25281,321.975,81,10,91,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.3",1,1,1,111416,1114,4,124.375,428.375,50,1,3,35,115,13225,359.375,109.375,15,124.375,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.4",1,1,1,111416,1114,5,83.75,512.125,50,1,3,30,155,24025,329.375,63.75,20,83.75,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.5",1,1,1,111416,1114,6,111.25,623.375,50,1,3,35,130,16900,357.5,96.25,15,111.25,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.6",1,1,1,111416,1114,7,80.625,704,50,1,3,35,165,27225,309.375,65.625,15,80.625,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.7",1,1,1,111416,1114,8,80,784,50,1,3,30,160,25600,320,60,20,80,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.8",1,1,1,111416,1114,9,93.75,877.75,50,1,3,50,165,27225,309.375,93.75,0,93.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.9",1,1,1,111416,1114,10,134.375,1012.125,50,1,3,45,125,15625,359.375,129.375,5,134.375,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.10",1,1,1,111416,1114,11,100,1112.125,50,1,3,40,150,22500,337.5,90,10,100,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.11",1,1,1,111416,1114,12,154,1266.125,50,1,3,40,96,9216,345.6,144,10,154,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.12",1,1,1,111416,1114,13,88.25,1354.375,50,1,3,45,166,27556,307.1,83.25,5,88.25,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.13",1,1,1,111416,1114,14,82,1436.375,50,1,3,40,168,28224,302.4,72,10,82,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"16.14",1,1,1,111416,1114,15,87.125,1523.5,50,1,3,33,155,24025,329.375,70.125,17,87.125,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",19,2.8
"17",1,1,1,111517,1115,1,96.875,96.875,50,1,4,25,125,15625,359.375,71.875,25,96.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.1",1,1,1,111517,1115,2,87.5,184.375,50,1,4,30,150,22500,337.5,67.5,20,87.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.2",1,1,1,111517,1115,3,71.875,256.25,50,1,4,25,165,27225,309.375,46.875,25,71.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.3",1,1,1,111517,1115,4,85.625,341.875,50,1,4,15,105,11025,354.375,50.625,35,85.625,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.4",1,1,1,111517,1115,5,50,391.875,50,1,4,0,90,8100,337.5,0,50,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.5",1,1,1,111517,1115,6,110,501.875,50,1,4,40,140,19600,350,100,10,110,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.6",1,1,1,111517,1115,7,110,611.875,50,1,4,40,140,19600,350,100,10,110,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.7",1,1,1,111517,1115,8,106.25,718.125,50,1,4,50,155,24025,329.375,106.25,0,106.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.8",1,1,1,111517,1115,9,100.625,818.75,50,1,4,45,155,24025,329.375,95.625,5,100.625,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.9",1,1,1,111517,1115,10,135,953.75,50,1,4,40,115,13225,359.375,125,10,135,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.10",1,1,1,111517,1115,11,75,1028.75,50,1,4,40,175,30625,284.375,65,10,75,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.11",1,1,1,111517,1115,12,91.25,1120,50,1,4,30,145,21025,344.375,71.25,20,91.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.12",1,1,1,111517,1115,13,120,1240,50,1,4,40,130,16900,357.5,110,10,120,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.13",1,1,1,111517,1115,14,90,1330,50,1,4,40,160,25600,320,80,10,90,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"17.14",1,1,1,111517,1115,15,70,1400,50,1,4,40,180,32400,270,60,10,70,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",21,3.3
"18",1,1,1,111518,1115,1,96.875,96.875,50,1,1,25,125,15625,359.375,71.875,25,96.875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.1",1,1,1,111518,1115,2,75,171.875,50,1,1,20,150,22500,337.5,45,30,75,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.2",1,1,1,111518,1115,3,93.75,265.625,50,1,1,50,165,27225,309.375,93.75,0,93.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.3",1,1,1,111518,1115,4,145,410.625,50,1,1,40,105,11025,354.375,135,10,145,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.4",1,1,1,111518,1115,5,146.25,556.875,50,1,1,35,90,8100,337.5,131.25,15,146.25,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.5",1,1,1,111518,1115,6,102.5,659.375,50,1,1,35,140,19600,350,87.5,15,102.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.6",1,1,1,111518,1115,7,125,784.375,50,1,1,50,140,19600,350,125,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.7",1,1,1,111518,1115,8,106.25,890.625,50,1,1,50,155,24025,329.375,106.25,0,106.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.8",1,1,1,111518,1115,9,89.375,980,50,1,1,35,155,24025,329.375,74.375,15,89.375,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.9",1,1,1,111518,1115,10,145.625,1125.625,50,1,1,45,115,13225,359.375,140.625,5,145.625,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.10",1,1,1,111518,1115,11,78.125,1203.75,50,1,1,45,175,30625,284.375,73.125,5,78.125,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.11",1,1,1,111518,1115,12,118.75,1322.5,50,1,1,50,145,21025,344.375,118.75,0,118.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.12",1,1,1,111518,1115,13,137.5,1460,50,1,1,50,130,16900,357.5,137.5,0,137.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.13",1,1,1,111518,1115,14,90,1550,50,1,1,40,160,25600,320,80,10,90,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"18.14",1,1,1,111518,1115,15,75,1625,50,1,1,50,180,32400,270,75,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",22,3.5
"19",1,1,1,111519,1115,1,143.75,143.75,50,1,2,50,125,15625,359.375,143.75,0,143.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.9
"19.1",1,1,1,111519,1115,2,112.5,256.25,50,1,2,50,150,22500,337.5,112.5,0,112.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.9
"19.2",1,1,1,111519,1115,3,93.75,350,50,1,2,50,165,27225,309.375,93.75,0,93.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.9
"19.3",1,1,1,111519,1115,4,109.375,459.375,50,1,2,25,105,11025,354.375,84.375,25,109.375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.9
"19.4",1,1,1,111519,1115,5,132.5,591.875,50,1,2,30,90,8100,337.5,112.5,20,132.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21,3.9
